Node 1,weight 1,Node 2,weight 2,Node 3,weight 3,Node 4,weight 4,Node 5,weight 5,Node 6,weight 6,Node 7,weight 7,Node 8,weight 8,Node 9,weight 9,Node 10,weight 10,Node 11,weight 11,Node 12,weight 12,Node 13,weight 13,Node 14,weight 14,Node 15,weight 15,Node 16,weight 16,Node 17,weight 17,Node 18,weight 18,Node 19,weight 19,Node 20,weight 20,Node 21,weight 21,Node 22,weight 22,Node 23,weight 23,Node 24,weight 24,Node 25,weight 25,Node 26,weight 26,Node 27,weight 27,Node 28,weight 28,Node 29,weight 29,Node 30,weight 30,Node 31,weight 31,Node 32,weight 32,Node 33,weight 33,Node 34,weight 34,Node 35,weight 35,Node 36,weight 36,Node 37,weight 37,Node 38,weight 38,Node 39,weight 39,Node 40,weight 40,Node 41,weight 41,Node 42,weight 42,Node 43,weight 43,Node 44,weight 44,Node 45,weight 45,Node 46,weight 46,Node 47,weight 47,Node 48,weight 48,Node 49,weight 49,Node 50,weight 50
xcpP,0.41835269,PA2780,0.4816648,PA3376,0.58522188,PA0620,0.4760313,PA4578,0.8123417,mmsA,0.56555551,pchB,0.49822066,PA2034,0.51389855,PA2668,0.4413791,PA2030,0.39911304,arnB,0.40596328,PA3190,0.64180522,flgK,0.4165989,PA5471,0.46150526,phhB,0.48850133,pilF,0.51775668,PA1062,0.52031644,PA4328,0.39962636,ccoN2,0.46200761,arnF,0.45097712,PA3880,0.4725716,pscE,0.50674769,hscB,0.65492256,PA3127,0.37815374,PA2871,0.46015252,chiC,0.54326039,murA,0.50892182,folP,0.698802,PA3189,0.42921804,wbpK,0.76168667,PA3691,0.59058961,icmP,0.45415419,PA0983,0.48353756,uraA,0.40184268,PA3335,0.57426988,PA5285,0.45621394,pqsC,0.50858631,PA0510,0.46514858,PA1889,0.45835777,PA0469,0.47608129,mucA,0.5351707,PA5027,0.50726863,PA2104,0.4629995,PA2315,0.4329131,wbpJ,0.56867976,PA4881,0.41740174,dctA,0.39502509,phzF2,0.50345399,gabT,0.39925042,PA4282,0.51255925
PA3920,0.40000961,PA3219,0.48144448,glpQ,0.58296127,PA0622,0.47508756,rplE,0.79753801,coIII,0.55660805,PA2322,0.49265608,PA4223,0.51037425,cobM,0.43985024,PA3288,0.39530905,cysN,0.40573583,zwf,0.61113696,fabI,0.41587321,PA0625,0.45671181,PA1197,0.48628176,hscA,0.51547902,PA3577,0.51852464,pscE,0.39261337,PA2736,0.45342146,pctB,0.44904985,PA2459,0.47147278,PA0621,0.5065289,PA1218,0.65148853,PA1129,0.3756089,argS,0.45831305,PA0986,0.5391779,rpmI,0.50463985,PA0558,0.69781265,sucB,0.42815598,norB,0.75924328,PA2631,0.58969446,PA1837,0.45360879,pslB,0.47716325,PA0045,0.40157389,pqsL,0.57180771,flgF,0.45373035,phzD2,0.491327,PA0048,0.45594986,PA3496,0.45725476,PA5529,0.4744949,oxyR,0.52989524,PA0515,0.50322601,PA2159,0.45716032,PA4364,0.42908011,pmrB,0.56315296,arnF,0.41650534,PA4313,0.38629913,nirF,0.50230799,rhl,0.39800399,rplU,0.51243252
phzA1,0.39704894,PA4773,0.48101439,PA0492,0.57510258,phuR,0.46593096,ahpC,0.79309624,bkdA1,0.55066592,pqsE,0.49182306,PA4139,0.50528295,PA0366,0.43422461,PA0860,0.39370528,secE,0.40468212,PA3188,0.60948941,PA4063,0.41555332,PA0072,0.45409659,phhC,0.48372391,secD,0.51275938,cysA,0.51523937,PA4033,0.39026968,PA3613,0.45250964,PA3722,0.44502877,PA5099,0.46939555,fahA,0.50444676,tadG,0.64629628,PA2758,0.37452191,ubiE,0.45706606,PA3789,0.53875115,braD,0.50149686,PA0043,0.69450849,lpdG,0.42346532,wbpI,0.75010769,PA1159,0.58424019,PA2452,0.45197569,popD,0.4705081,PA0172,0.40120028,ambB,0.56974935,PA0621,0.45097545,PA1168,0.48618612,PA3891,0.45578371,PA0329,0.45331275,antA,0.47387486,rpmH,0.5203466,PA2381,0.49049914,PA2459,0.45656491,PA0188,0.42712662,ccmB,0.56141563,femI,0.41489746,PA2746,0.38376951,nirQ,0.50038861,prpD,0.39699159,pilA,0.51008736
pheA,0.38670876,PA3559,0.47841356,mqoA,0.57215699,PA3899,0.46502307,rplJ,0.78455718,PA3923,0.55020622,pqsB,0.48835385,hitB,0.49660751,PA3780,0.43210659,phzD2,0.39303842,PA3008,0.40312952,PA0789,0.60447013,PA3601,0.41473093,PA4991,0.44710314,pilC,0.4820602,nirQ,0.51162179,cysN,0.514792,PA2187,0.38308618,PA3230,0.44670388,PA0277,0.44150254,rfaD,0.46755435,PA0622,0.50242736,PA3191,0.63856201,PA2766,0.36852099,PA3471,0.4569484,phzA1,0.53822381,serC,0.49807588,PA0954,0.69330437,nuoI,0.42122259,PA0445,0.70907173,ligT,0.58346336,PA0752,0.45115052,exsA,0.47040604,metF,0.39792501,PA2373,0.56959365,PA3144,0.44956237,PA5220,0.48606148,PA3074,0.45234296,fdnI,0.44769096,PA5437,0.47248786,dapB,0.51624616,PA3309,0.48387655,PA1372,0.45449574,PA1308,0.42595924,PA3157,0.54892957,PA0515,0.41070901,acnA,0.3829998,nirM,0.49914103,ppiC2,0.39509675,PA0912,0.5077798
lecA,0.38165108,arnF,0.4752608,PA4350,0.5717973,PA2427,0.46112117,PA3349,0.78017442,fliD,0.54919562,oprN,0.4862613,hemO,0.49612651,PA2666,0.43066644,cbpD,0.39296613,PA2111,0.39889583,algJ,0.60420101,PA3600,0.41165168,PA0911,0.44027916,PA0141,0.47495971,iscA,0.50966956,PA3181,0.51344075,PA3278,0.38281495,PA2759,0.44296969,PA0045,0.4392633,PA0734,0.46686924,ptrB,0.49622614,flp,0.63058183,PA3236,0.36575039,murC,0.45690847,PA4218,0.53353409,rpsH,0.49272812,rmf,0.68215557,ftsW,0.4211451,PA2734,0.70348427,PA0284,0.5807817,lpdG,0.44825611,PA0257,0.46800784,PA2111,0.39535403,PA1471,0.56935819,pqsE,0.44805444,pvdJ,0.47753799,PA5459,0.45088378,PA2166,0.44315719,PA4714,0.46821755,cbiD,0.51380521,PA1550,0.4799356,fimU,0.45415538,PA4177,0.42499266,PA4774,0.53906805,PA1363,0.4083681,wspC,0.37866009,PA0521,0.49854781,sdhB,0.39504021,PA3566,0.50645372
phzG2,0.38144946,pslD,0.46255588,PA0679,0.5700937,PA1300,0.46051479,acpP,0.76774239,PA4324,0.54694546,PA0227,0.46976554,pchA,0.49220038,PA3739,0.4294735,lecA,0.38951315,rpmE,0.3983242,algF,0.60355211,PA4064,0.41046598,PA2684,0.43364559,PA4571,0.47389274,PA0046,0.50351605,PA4192,0.51309156,dnr,0.38186336,PA4351,0.43696231,potB,0.43866625,PA4134,0.4633481,cyoA,0.49393808,pgl,0.6268308,PA0716,0.36557643,ipk,0.45688047,PA1869,0.53234823,PA1159,0.49101394,PA2203,0.6766126,wbpG,0.42107847,PA0526,0.7021523,PA1323,0.57915958,PA0400,0.44781921,exsE,0.46679611,PA0049,0.39516535,PA3331,0.5663701,PA3334,0.44785754,cbpD,0.47723641,str,0.44896635,PA2746,0.44160264,PA2805,0.45936907,tal,0.51297682,PA3431,0.47261489,metE,0.45394496,xylY,0.42419315,PA4773,0.53688695,PA0174,0.40423284,spuA,0.37815782,PA2662,0.48932697,PA5340,0.39359769,rimJ,0.50521205
cmpX,0.38134866,PA2022,0.45922475,pvdJ,0.56524049,PA3600,0.45372266,rpsN,0.76703499,rcpC,0.53519722,PA5460,0.46811532,nosR,0.48991324,PA0485,0.42689478,PA1788,0.38943789,PA4753,0.39651196,PA2322,0.60295867,pntB,0.39139517,PA0616,0.43003687,PA3459,0.4727355,PA0510,0.50009138,leuD,0.5110614,PA0128,0.38039816,PA5208,0.43363726,flgK,0.43754826,PA4132,0.46329807,pyoS5,0.49066405,PA3188,0.61853142,PA4715,0.36040059,PA5130,0.45091451,PA4223,0.52535627,PA2945,0.48784888,dhcR,0.67521007,murE,0.42037862,PA1095,0.694511,algP,0.57290913,pslD,0.44387366,PA3843,0.465404,PA4873,0.38987885,fabH2,0.56617974,wbpE,0.44594153,hcnB,0.47455644,PA4881,0.44616084,PA4103,0.44143909,gcvP2,0.45572666,eco,0.5116286,PA2553,0.47029751,PA1936,0.45288851,PA2906,0.42380532,dipZ,0.52202893,PA1123,0.39792416,osmE,0.37780794,PA2746,0.48895921,sucD,0.38674163,rplJ,0.5027146
PA3332,0.38069074,PA1202,0.45880238,PA2401,0.55979037,hasAp,0.45319587,flgM,0.75292222,PA0113,0.52982432,cbpD,0.46605627,PA4570,0.4893374,dadA,0.42659635,hpd,0.38707857,PA2114,0.39364631,PA3189,0.59478816,PA0647,0.39000171,PA3501,0.42977796,arcB,0.47270158,hscB,0.4957875,PA1897,0.50429756,PA3572,0.37647359,PA1095,0.4317211,PA1096,0.43152594,PA5230,0.46318577,PA0617,0.48099223,PA1216,0.61689558,PA2379,0.35998433,PA2760,0.44665153,rhlB,0.52479616,PA4940,0.48778999,PA1623,0.67453715,PA3313,0.41718931,nirS,0.69084769,PA4500,0.57221164,PA1134,0.44350172,wbpA,0.46392697,PA0716,0.38961813,PA5137,0.56584473,PA4131,0.44559173,PA2412,0.47061918,PA2146,0.43841419,rmf,0.44093436,xcpQ,0.45486903,dnaK,0.51021077,rfaD,0.46787075,PA3310,0.4509924,PA3075,0.41503571,PA1021,0.51879621,nosR,0.39627107,PA3091,0.37743345,nirC,0.48434018,PA0733,0.38618765,rplV,0.5006537
fabH2,0.37892499,PA4775,0.45870247,pilA,0.55890337,PA0613,0.45298788,PA0039,0.75088985,pcaF,0.5266174,PA3190,0.46381419,femR,0.48880177,PA1942,0.42320235,rpsP,0.38056122,mrcB,0.39186586,potD,0.5700895,gmd,0.38911245,tonB3,0.42973668,arcC,0.47193119,PA4686,0.49272234,PA1651,0.50075983,PA2453,0.37399133,PA3465,0.42274298,PA0126,0.43059938,nirS,0.46315839,PA4130,0.4808114,PA3181,0.61010282,PA1752,0.35995809,PA3717,0.44216287,cioB,0.5230239,rpsC,0.48527476,PA4883,0.67431204,PA4431,0.41602332,PA3144,0.69016725,PA4354,0.57045616,glyQ,0.4385037,PA1864,0.46245159,rep,0.38852499,pslF,0.56513834,PA2223,0.43915894,phzF2,0.47043055,PA2173,0.43272412,PA2562,0.43567401,mexI,0.45117291,PA3992,0.5079436,PA1414,0.46334635,PA2105,0.45081661,PA2871,0.4124326,PA4456,0.51122603,ureB,0.39537455,PA5481,0.37378062,PA0655,0.47266956,cysS,0.38174266,PA1093,0.4946474
phzF2,0.37813989,bfmS,0.45796719,PA4115,0.54910645,pvdE,0.45164274,algP,0.74826846,coxB,0.5213852,rhlI,0.45969706,PA0526,0.48770679,PA1831,0.42140846,qteE,0.37935636,trmD,0.39003616,PA3894,0.56873066,PA4023,0.38725615,PA0910,0.41661432,adhA,0.46967412,PA4292,0.49188624,PA4630,0.49586645,PA5540,0.37283285,PA1123,0.42108662,PA0171,0.4301313,nirC,0.46214508,PA0618,0.47809238,tadZ,0.60611858,lldP,0.35525765,PA4801,0.43883733,PA2381,0.51960103,nusA,0.48466515,PA3855,0.67052908,ampG,0.41517303,PA2218,0.67563316,liuR,0.55103081,holC,0.43254514,PA5137,0.45512499,PA4683,0.38751961,fdhA,0.55617184,PA3496,0.43734717,phzC2,0.47000154,PA2172,0.4310136,PA3229,0.43483415,PA3218,0.45003611,pyrG,0.50743953,arcD,0.46283562,wbpE,0.4459892,PA2499,0.40892592,PA3235,0.50551561,pchB,0.38936057,PA2143,0.37199818,arcC,0.46854699,pchB,0.38160184,PA3822,0.49428243
PA5230,0.37754418,PA2635,0.45774114,hisC2,0.54826747,PA4709,0.4408592,rpoA,0.74644188,fliC,0.51369773,PA5303,0.45271225,PA2033,0.48289299,mexE,0.42099252,PA2746,0.37798162,PA0615,0.38672305,cyoD,0.56746866,PA1963,0.38163282,PA0797,0.41461027,PA5027,0.46946796,PA0526,0.49158109,PA1837,0.48958181,hslU,0.3696431,PA4881,0.42031633,PA0165,0.42904909,PA3142,0.45392528,PA4129,0.47690055,PA3190,0.59896408,glk,0.35120734,pasP,0.43760113,aprA,0.51535714,fliF,0.48424971,PA4401,0.66831871,PA3056,0.41437339,wbpG,0.663325,PA5178,0.54860469,PA4335,0.43174097,PA1383,0.45469207,PA5298,0.38631547,wbpE,0.55472742,nirS,0.43351878,phzB1,0.4681356,liuC,0.4299354,PA3270,0.42800983,PA0128,0.44880312,rplR,0.50701283,norC,0.46213764,PA0062,0.44241134,PA2412,0.40868549,PA2252,0.50537491,PA5185,0.38883342,PA4716,0.37185719,PA1095,0.46743561,gltA,0.37927846,rhlA,0.4942533
PA2828,0.37454213,PA0688,0.45770726,PA3412,0.54697657,PA0623,0.4319822,cysB,0.74043992,PA3922,0.51330474,PA2588,0.45193364,pchR,0.48203177,mucK,0.41987519,rhlI,0.37672947,PA4774,0.38651283,PA4719,0.55922914,PA4500,0.37871271,PA0646,0.41223176,algK,0.46509578,PA0512,0.49124177,PA0107,0.48615392,PA3277,0.36898868,oprN,0.41134821,PA3019,0.42754572,narK1,0.45345683,PA1659,0.47328005,zwf,0.59803234,PA2935,0.34939544,PA2123,0.43551678,PA4222,0.51081188,rplT,0.47224176,PA0422,0.66229404,spuE,0.41135042,coaB,0.64179635,rpmI,0.53878626,PA5080,0.4300974,PA4570,0.45356126,PA2110,0.38461566,PA2730,0.55208281,pilQ,0.4282396,PA4131,0.46788314,PA3888,0.42932987,PA4880,0.42765543,PA2698,0.4464979,PA3577,0.50564406,PA2127,0.45732792,PA0667,0.44138718,PA3519,0.40650414,wzy,0.49383055,PA4375,0.38623403,fimU,0.3700052,PA2182,0.4667495,PA1011,0.37702903,fabG,0.49174066
PA2067,0.37350405,PA1201,0.45478116,PA4090,0.54314512,PA2746,0.43074066,cspD,0.73596569,PA0227,0.50886738,pchC,0.45088855,pchC,0.47864177,PA1792,0.41823828,hcnA,0.37536682,PA0630,0.3827517,cyoA,0.55677327,braD,0.37515933,PA5130,0.40841795,PA5506,0.46433686,nosY,0.49063519,PA5460,0.48276387,pcrG,0.36240773,PA2119,0.40241589,PA2653,0.42508118,PA4610,0.4510047,PA1657,0.47049705,edd,0.59234254,gatC,0.34769601,PA3262,0.43488015,tolR,0.50950967,rpsA,0.4713814,PA4046,0.66107253,PA3432,0.40766649,wbpD,0.63535026,PA2667,0.53757979,PA2204,0.42779835,PA4641,0.44964773,PA4074,0.38277784,PA0473,0.54978118,PA1369,0.42505754,PA1616,0.46699529,pfpI,0.42774963,PA2569,0.42743687,rfaD,0.44239986,PA0567,0.50358469,PA1429,0.45631045,galE,0.4391644,PA3896,0.40628284,ccmF,0.4924538,PA0115,0.38374054,PA0952,0.36537843,PA4714,0.46160428,PA2411,0.37626981,rpsG,0.49143209
morA,0.37126463,PA2323,0.454425,PA0677,0.54311077,PA5024,0.42802806,hupB,0.73214502,PA1617,0.50733753,rsaL,0.45007884,pchB,0.47705908,pauA,0.41640185,parR,0.36888762,PA2110,0.37980426,PA3470,0.5467275,PA1514,0.37177775,argF,0.40149022,PA3461,0.46187506,PA3641,0.48988423,PA3920,0.48026961,PA3519,0.35518045,PA2735,0.39977891,flgF,0.4243205,PA1660,0.44823395,PA3889,0.46211755,PA1217,0.59192176,PA1256,0.34699387,PA4068,0.43422618,PA1202,0.50663043,ndk,0.4706962,PA0168,0.66024054,ygdP,0.40539091,pvdE,0.61098032,PA3440,0.53714159,PA0753,0.42742244,hisF2,0.44278737,mtr,0.38241731,PA2732,0.5489093,PA3904,0.42475476,PA0103,0.46586214,bdhA,0.42604029,eco,0.42686513,PA1076,0.43774745,PA2980,0.50304899,PA4352,0.45415667,wbpG,0.43545316,hisF1,0.40289956,cobV,0.49222574,PA0471,0.3827726,PA2797,0.36515798,phzC2,0.45953545,uvrA,0.37391952,aprA,0.49117381
PA4144,0.37008634,PA2881,0.45347484,PA4615,0.54198428,tonB1,0.42469976,rpsS,0.72755343,PA2554,0.50549985,aprI,0.44922908,moaB1,0.47511177,PA3056,0.41412342,PA2750,0.36820558,rpsT,0.37591243,potA,0.54585673,PA5153,0.37126921,PA0641,0.40060481,PA4787,0.44951409,tgt,0.48172828,PA3517,0.47935773,hcnA,0.3544472,PA4577,0.39932453,PA1941,0.42274721,PA4571,0.44543233,PA0630,0.46002709,PA0144,0.58994436,PA5535,0.34562958,PA1076,0.43073591,PA0713,0.50512964,hcp1,0.47005944,sdhC,0.65874823,nuoF,0.40091731,PA0734,0.6034252,PA3031,0.53640833,pslB,0.42411556,PA3316,0.44225823,PA0729,0.38206634,pilA,0.54022356,pilD,0.41961336,phzE2,0.4625175,PA3274,0.418857,PA2747,0.42604956,xcpW,0.43663198,smpB,0.49668441,gcvP2,0.45059465,PA0984,0.43520543,PA4787,0.40265853,arnD,0.49017086,PA0054,0.38216308,glpD,0.36055577,PA3331,0.45418573,rmlA,0.37228879,rplX,0.49047879
aspA,0.3683422,phnC,0.45224147,eddA,0.53929126,fpvB,0.42259986,rpsH,0.72414596,dhcB,0.50342202,lasI,0.44844799,pchG,0.47192211,PA4676,0.41288843,opmD,0.36736368,guaA,0.37442213,PA2321,0.53145651,PA4065,0.37068162,PA0640,0.39742427,PA4918,0.44942439,infB,0.47854039,ambA,0.47521071,PA1701,0.35217551,PA5357,0.39636279,PA3559,0.42090886,oprO,0.44284256,PA0399,0.45981605,PA1211,0.58279606,nqrA,0.3455241,xseB,0.42674275,PA2143,0.50507066,ptpA,0.46842402,PA0806,0.65844647,spuD,0.3993534,flgK,0.59714046,ftsH,0.53465367,PA2372,0.42088754,exsD,0.43957678,spdH,0.38203153,amiR,0.53758519,PA2226,0.41927783,PA3905,0.46011702,PA2164,0.41867702,trxA,0.4259367,PA0698,0.43558854,PA2816,0.49620611,liuE,0.44087287,PA4880,0.43222373,fepG,0.39807432,gltP,0.48210311,PA4354,0.37847677,PA0048,0.36009748,PA0713,0.45326959,PA4686,0.37169846,PA0206,0.49005119
cbpD,0.36702254,PA2562,0.44552605,exsD,0.53678024,PA0617,0.42086718,rpsQ,0.71036851,PA2004,0.50086062,wbpB,0.44782463,fptA,0.47067185,PA1395,0.4110224,PA3074,0.36704857,rplA,0.37311307,oprB,0.52760055,PA5536,0.37057546,fha1,0.39546389,alg8,0.44917,PA0789,0.47608699,PA2897,0.46922376,dnaK,0.35099913,PA4610,0.39414105,fliF,0.4202703,PA5231,0.44239003,PA0620,0.45953164,PA3187,0.57988124,tesA,0.34414467,wzt,0.42440626,PA2414,0.50136967,crfX,0.46527208,cyoD,0.65360064,nqrD,0.39570081,PA3514,0.58888622,PA1592,0.52363445,PA0399,0.41515496,PA3067,0.43929855,PA2794,0.38166783,PA3229,0.53619969,nirM,0.41480268,PA1657,0.45533893,PA5352,0.4179169,ampDh3,0.42403577,PA1196,0.43502079,PA1969,0.49560313,arcA,0.43603728,algF,0.43188067,PA4182,0.39640106,nqrB,0.48173716,narG,0.37744154,PA2756,0.35971664,PA5023,0.4502306,fpvA,0.36796964,pqsH,0.48428383
sigX,0.36522706,PA0092,0.44514152,pstA,0.53435232,PA0624,0.41829497,PA4607,0.70565407,cttP,0.49960171,catA,0.44733086,norB,0.47015153,PA2752,0.41097734,mexH,0.36662988,PA5568,0.3710879,PA0559,0.52263878,eco,0.37029827,PA3866,0.39464888,PA1746,0.44621162,ccoO1,0.46892335,PA3936,0.4685174,rfaD,0.35084807,PA1096,0.39290382,wbpG,0.41971147,PA3908,0.44202287,PA0717,0.45856674,PA3346,0.57183798,wrbA,0.34268954,ftsE,0.42226717,PA1530,0.50071307,iscU,0.46247392,PA0802,0.64447119,liuC,0.39536849,PA1372,0.58066879,ptsN,0.52047021,cysI,0.41260376,PA1884,0.43906272,PA0326,0.38111674,PA3144,0.52928719,oprD,0.4081986,phzS,0.45392531,algL,0.41678872,PA1574,0.42302552,lasB,0.4315509,PA3940,0.4928719,PA0876,0.43574352,PA5536,0.43178132,PA5442,0.39579001,mucK,0.48164983,PA4774,0.37464831,PA4377,0.35659955,rhlB,0.4494446,PA2384,0.36679748,frr,0.48343197
PA3331,0.36450949,PA4774,0.4422066,PA1269,0.53269273,PA0626,0.41041729,PA4611,0.70330002,PA2553,0.49819952,hisH2,0.44313013,murG,0.46606689,PA4100,0.40862676,PA4030,0.36555223,rplS,0.3699779,hitA,0.52191691,ggt,0.36988317,PA0617,0.3912423,PA3613,0.44522786,pnp,0.46648977,cysT,0.46672253,PA2501,0.3497146,PA3839,0.39220863,flgL,0.41799257,hutH,0.44131015,PA0619,0.45799924,tadC,0.57180101,PA3241,0.34021065,mifS,0.42157028,PA0647,0.49879722,rplJ,0.46240648,PA1497,0.64412197,fahA,0.39500831,fimU,0.57408207,PA3593,0.51983052,PA5318,0.41094993,PA1388,0.43857067,PA3907,0.38098044,PA3329,0.52657308,exoT,0.40798873,pqsA,0.45075243,PA2161,0.41646614,algU,0.42265774,PA5195,0.43098339,PA3231,0.48298035,dnr,0.43506649,PA4436,0.43119004,PA1401,0.39444753,PA3144,0.47238374,fptA,0.37399755,PA2169,0.3559554,nosF,0.44854372,PA0370,0.36670849,PA0659,0.48265809
spoT,0.3612642,PA2803,0.43969932,PA5176,0.5315809,phuT,0.40987016,waaA,0.69831414,lasB,0.49422527,pqsC,0.4422055,PA5244,0.46595049,pqsA,0.40264567,PA4130,0.36446259,PA0613,0.36953889,cyoB,0.51831055,PA3519,0.36796778,PA4016,0.38955198,oprG,0.43999232,PA4675,0.46529924,PA3932,0.4615946,PA2630,0.34883368,mexF,0.39148397,PA1837,0.41667655,napB,0.44026097,PA0643,0.45714934,PA1213,0.57142861,pscF,0.33910213,braG,0.42118768,exsA,0.494224,gatA,0.46176405,PA3450,0.64357398,pyoS5,0.39400501,PA2372,0.55962628,mucC,0.51630405,PA2411,0.40897275,PA3142,0.43791897,PA3908,0.37669442,pslC,0.52164879,hcnA,0.40766794,PA3335,0.44428215,PA3764,0.41554394,himA,0.4151502,PA5395,0.4303856,iscS,0.48021391,PA0526,0.43021161,wbpK,0.42615095,PA3017,0.39403901,PA1054,0.46753088,nirN,0.3718225,betI,0.35588844,PA3712,0.44506737,pqsB,0.36415702,phzM,0.48250761
PA3330,0.3609404,arnA,0.43692867,vreA,0.53110809,PA0618,0.40891457,PA4495,0.69300453,PA1093,0.49397977,PA1892,0.44138616,PA3767,0.46535038,PA1916,0.40158217,pqsE,0.36331607,PA4456,0.36718402,gapA,0.51075438,arnC,0.36699572,PA1854,0.38524959,mmsA,0.43693733,ppyR,0.46465845,quiP,0.4607021,PA0125,0.34395084,PA1429,0.38965032,PA1420,0.41633979,PA3906,0.43960725,PA0640,0.45462766,PA1289,0.56801189,PA5414,0.33898606,PA0384,0.41749852,PA1509,0.48064422,fliG,0.45925704,PA0736,0.64162638,PA5303,0.39396959,PA1096,0.55401255,PA3533,0.51472863,oprH,0.40686073,popB,0.43502242,PA3722,0.37666554,PA3328,0.51554979,PA4621,0.4062858,PA4142,0.44040216,PA2552,0.41420627,PA3529,0.41508059,PA0542,0.42977027,PA3263,0.47743364,PA3972,0.42924684,wbpA,0.42511452,PA2747,0.39305392,PA4359,0.46630715,nirQ,0.36788416,PA0731,0.35375704,mexG,0.43903906,PA4365,0.36177372,PA2781,0.47599401
PA2632,0.3608657,PA1472,0.43387052,PA2820,0.52926495,PA0615,0.40765672,PA1440,0.68965758,PA1930,0.49004835,PA2321,0.43527114,PA4889,0.46388214,PA2422,0.39941515,pqsA,0.36320662,PA0626,0.36498605,lldA,0.50661151,PA1341,0.36535816,PA4317,0.38421173,PA3460,0.43613189,aroE,0.46384793,PA3189,0.45901217,PA4836,0.34197709,fliC,0.38911615,PA2912,0.41606266,arcD,0.43894641,PA0718,0.454584,PA2066,0.56743071,PA3094,0.33880356,PA1574,0.41744835,nusG,0.48021169,ilvE,0.45862175,PA0600,0.63682939,nqrE,0.39313847,PA0718,0.55293647,PA1333,0.5105571,hemL,0.4051859,exsB,0.43360853,trmA,0.37587519,mexF,0.51543679,pilP,0.40453691,phnA,0.43784832,PA1870,0.41352165,PA4107,0.41474324,PA1809,0.42976215,PA0039,0.47444012,PA4064,0.42878024,PA4390,0.4241008,PA4341,0.39007642,PA4713,0.46338381,PA4107,0.36739844,PA1199,0.3535923,phzG2,0.43878853,PA3313,0.35907515,PA0986,0.47474016
ldhA,0.36070823,PA0698,0.43290336,eddB,0.52573903,PA4514,0.40677276,anr,0.67842981,pctB,0.48899842,pqsA,0.42704471,PA4220,0.46088602,pscH,0.39917275,PA4078,0.36214088,rpmB,0.36492609,speE,0.50445062,PA3836,0.36442052,PA2538,0.38150192,ackA,0.43511493,PA4429,0.4627296,PA5024,0.45657661,PA2189,0.33651385,PA1970,0.38779832,PA2867,0.41131277,PA1656,0.43841057,PA0616,0.45148156,PA1219,0.56452397,PA2691,0.33654432,PA5436,0.41669552,PA3784,0.47963179,rplU,0.45674345,PA1744,0.63550045,PA1216,0.39221256,PA2106,0.55197298,PA4738,0.50965271,PA5169,0.40445221,wbpD,0.43056723,PA5137,0.37451001,pslA,0.51429779,flgC,0.40190503,PA1659,0.43674182,algE,0.40895872,PA1053,0.41148703,ladS,0.42949813,pagL,0.47176305,ppk,0.42700041,wbpJ,0.420842,PA2916,0.38807717,PA0597,0.46250027,narJ,0.36722221,exsC,0.35169815,PA0515,0.43778887,rpsN,0.3582591,xcpR,0.46944818
fabG,0.35991173,plcN,0.43000643,glpD,0.5255093,PA0647,0.40605458,rplK,0.67768613,PA2552,0.48713853,catC,0.42553713,ppyR,0.46071695,PA2019,0.39797758,PA2627,0.36187534,prtN,0.36276794,PA1784,0.49270035,PA3559,0.36050205,PA0086,0.3810109,PA4347,0.43507784,PA4719,0.45788745,PA3516,0.44923204,PA2511,0.33563493,PA2753,0.38756167,fleR,0.40776546,napA,0.43796778,PA0623,0.4500099,PA4648,0.5619316,PA3467,0.33635967,PA3696,0.41652494,PA3370,0.47815916,rpsN,0.45290167,dsbB,0.63480849,atpA,0.39057242,pheT,0.55052204,PA3213,0.50755826,pvdN,0.40361621,lecB,0.43047654,PA0169,0.36992686,PA2370,0.51328856,PA5138,0.40071819,PA4171,0.43600029,algJ,0.40872943,PA5182,0.41087679,PA3712,0.42595675,PA2159,0.47007293,PA3458,0.42695212,PA3157,0.41587665,PA3572,0.38605178,PA3025,0.46165695,rmf,0.36337368,PA2134,0.34878207,PA1135,0.43689025,ureA,0.35797759,pvcD,0.4676626
PA1549,0.35872124,zwf,0.42463376,PA2427,0.52331438,pvdN,0.40513254,PA3533,0.6773286,PA2566,0.48578915,PA0734,0.41928165,PA4222,0.4604327,PA0365,0.39686135,nuoE,0.36056081,PA2019,0.3587606,PA2453,0.4915071,PA1340,0.36000822,mdcA,0.3783791,aroP2,0.4350569,sspA,0.45769394,exbB1,0.44612475,catC,0.33531756,PA4623,0.38667611,potA,0.40748433,PA0981,0.43757746,PA1658,0.44986165,gapA,0.55080773,plcH,0.33618268,pta,0.41573207,PA2655,0.47607575,PA4852,0.45236691,hemE,0.62825364,PA0647,0.38957717,PA4638,0.54412706,cysK,0.50670683,sodM,0.40180698,wbpI,0.42974559,PA3318,0.36867259,PA2182,0.51237547,pilC,0.40067626,fliC,0.43496038,PA0919,0.40860542,rpoH,0.40805389,PA1882,0.42494379,PA0779,0.46963002,arcB,0.42549968,wbpI,0.41470396,PA1258,0.3858052,PA2456,0.45727827,PA1365,0.36331508,PA0103,0.34872113,phzE2,0.43624032,PA4399,0.35734973,PA5226,0.46716058
